,tweet_id,retweet_count,favourite_count
0,750132105863102464,1295,3631
0,750117059602808832,1318,4350
0,750101899009982464,848,3049
0,750086836815486976,536,2176
0,750071704093859840,3352,7859
0,750056684286914561,900,3175
0,750041628174217216,622,3195
0,750026558547456000,792,2728
0,750011400160841729,908,3254
0,749996283729883136,820,3078
0,749981277374128128,2476,5138
0,749774190421639168,1316,4672
0,749417653287129088,1644,6130
0,749403093750648834,536,2634
0,749395845976588288,3444,8594
0,749317047558017024,2241,5521
0,749075273010798592,2077,5771
0,749064354620928000,1530,4825
0,749036806121881602,795,3102
0,748977405889503236,3405,10791
0,748932637671223296,2261,5830
0,748705597323898880,950,2787
0,748699167502000129,1593,4760
0,748692773788876800,1335,4260
0,748575535303884801,1975,6092
0,748568946752774144,669,2201
0,748346686624440324,1228,5224
0,748337862848962560,4115,7666
0,748324050481647620,760,3688
0,748307329658011649,713,3678
0,748220828303695873,7821,14177
0,747963614829678593,2148,5789
0,747933425676525569,2544,6609
0,747885874273214464,978,2948
0,747844099428986880,750,2826
0,747816857231626240,1164,4861
0,747651430853525504,156,1389
0,747648653817413632,5866,12919
0,747600769478692864,556,2329
0,747594051852075008,1057,3689
0,747512671126323200,1611,5554
0,747461612269887489,1042,3875
0,747439450712596480,1917,5429
0,747242308580548608,2905,0
0,747219827526344708,1572,5269
0,747204161125646336,924,3376
0,747103485104099331,3962,9581
0,746906459439529985,297,2897
0,746872823977771008,2133,5995
0,746818907684614144,1743,5318
0,746790600704425984,1604,4880
0,746757706116112384,3909,9590
0,746726898085036033,1798,6051
0,746542875601690625,1878,5040
0,746521445350707200,983,0
0,746507379341139972,1083,4658
0,746369468511756288,1627,6182
0,746131877086527488,2203,6911
0,746056683365994496,810,3550
0,745789745784041472,1064,4025
0,745712589599014916,2330,7004
0,745433870967832576,2536,7079
0,745422732645535745,2435,8577
0,745314880350101504,2749,7180
0,745074613265149952,3498,7833
0,745057283344719872,2262,7249
0,744995568523612160,620,2966
0,744971049620602880,2683,7882
0,744709971296780288,1562,5608
0,744334592493166593,2114,6780
0,744234799360020481,77878,156361
0,744223424764059648,366,1660
0,743980027717509120,1092,4169
0,743895849529389061,961,3643
0,743835915802583040,2076,0
0,743609206067040256,1382,4471
0,743595368194129920,6526,18375
0,743545585370791937,940,3525
0,743510151680958465,3720,7914
0,743253157753532416,1224,4224
0,743222593470234624,1901,6217
0,743210557239623680,1361,3835
0,742534281772302336,3570,7058
0,742528092657332225,1977,4408
0,742465774154047488,3893,7255
0,742423170473463808,3766,9805
0,742385895052087300,1968,6800
0,742161199639494656,1370,4336
0,742150209887731712,1543,5126
0,741793263812808706,1508,4533
0,741743634094141440,2746,8162
0,741438259667034112,831,3674
0,741303864243200000,3201,8773
0,741099773336379392,5500,9979
0,741067306818797568,3097,9497
0,740995100998766593,2737,6357
0,740711788199743490,934,3394
0,740699697422163968,783,2842
0,740676976021798912,6804,18140
0,740373189193256964,13293,34957
0,740365076218183684,431,2455
0,740359016048689152,864,3296
0,740214038584557568,1959,6679
0,739979191639244800,5903,19936
0,739932936087216128,1070,4050
0,739844404073074688,852,3792
0,739623569819336705,1347,3760
0,739606147276148736,1651,5373
0,739544079319588864,21188,39446
0,739485634323156992,2918,7139
0,739238157791694849,57739,115520
0,738891149612572673,6,111
0,738885046782832640,1140,3766
0,738883359779196928,789,3291
0,738537504001953792,1538,5069
0,738402415918125056,836,3237
0,738184450748633089,1204,4303
0,738166403467907072,3344,8747
0,738156290900254721,639,2503
0,737826014890496000,1761,5254
0,737800304142471168,3446,9957
0,737678689543020544,1314,5026
0,737445876994609152,4442,10225
0,737322739594330112,810,3592
0,737310737551491075,7391,14618
0,736736130620620800,1721,4250
0,736392552031657984,7350,17621
0,736365877722001409,1238,3958
0,736225175608430592,2771,8097
0,736010884653420544,2983,7873
0,735991953473572864,1147,3580
0,735648611367784448,1097,4018
0,735635087207878657,2337,6134
0,735274964362878976,5013,12965
0,735256018284875776,880,3320
0,735137028879360001,966,3120
0,734912297295085568,524,2741
0,734787690684657664,6249,12487
0,734776360183431168,541,2488
0,734559631394082816,394,1475
0,733828123016450049,778,3564
0,733822306246479872,1018,3665
0,733482008106668032,948,3122
0,733460102733135873,1275,4181
0,733109485275860992,16785,50020
0,732732193018155009,533,2427
0,732726085725589504,883,3531
0,732585889486888962,776,3646
0,732375214819057664,2502,8051
0,732005617171337216,5381,14827
0,731285275100512256,985,3475
0,731156023742988288,1259,3824
0,730924654643314689,1961,6117
0,730573383004487680,2122,4883
0,730427201120833536,1045,3469
0,730211855403241472,1053,3795
0,730196704625098752,1892,4827
0,729854734790754305,1118,4008
0,729838605770891264,381,1718
0,729823566028484608,1239,3957
0,729463711119904772,2302,5764
0,729113531270991872,323,1872
0,728986383096946689,818,3127
0,728760639972315136,1691,4659
0,728751179681943552,674,2750
0,728653952833728512,1028,3286
0,728409960103686147,1990,4883
0,728387165835677696,956,3668
0,728046963732717569,1192,4278
0,728035342121635841,1653,4541
0,728015554473250816,1098,4090
0,727685679342333952,636,2945
0,727644517743104000,1737,5856
0,727524757080539137,1211,4446
0,727314416056803329,737,3319
0,727286334147182592,808,3029
0,727175381690781696,1375,3889
0,727155742655025152,1326,3602
0,726935089318363137,2445,6837
0,726887082820554753,1514,3821
0,726828223124897792,997,3544
0,726224900189511680,1139,4401
0,725842289046749185,2659,7044
0,725786712245440512,1360,4141
0,725729321944506368,1773,5175
0,725458796924002305,611,1399
0,724983749226668032,1304,3699
0,724771698126512129,635,2335
0,724405726123311104,1635,5245
0,724049859469295616,1763,4298
0,724046343203856385,553,2642
0,724004602748780546,1543,4158
0,723912936180330496,1227,3860
0,723688335806480385,2921,7628
0,723673163800948736,882,2989
0,723179728551723008,1856,5275
0,722974582966214656,1548,4074
0,722613351520608256,1627,4937
0,721503162398597120,1837,4594
0,721001180231503872,607,2509
0,720785406564900865,761,3092
0,720775346191278080,659,2444
0,720415127506415616,1490,4103
0,720389942216527872,2490,6335
0,720340705894408192,971,2853
0,720059472081784833,1109,3843
0,720043174954147842,1991,4872
0,719991154352222208,1729,4803
0,719704490224398336,1419,4510
0,719551379208073216,1895,5018
0,719367763014393856,738,2781
0,719339463458033665,1222,4401
0,719332531645071360,944,3408
0,718971898235854848,1069,3465
0,718939241951195136,1748,5217
0,718631497683582976,7980,18744
0,718613305783398402,477,2414
0,718540630683709445,1007,2434
0,718460005985447936,522,2680
0,718454725339934721,1500,4829
0,718246886998687744,498,1905
0,718234618122661888,989,3845
0,717841801130979328,601,2448
0,717790033953034240,1104,2858
0,717537687239008257,1845,5750
0,717428917016076293,447,1605
0,717421804990701568,841,3140
0,717047459982213120,1918,6256
0,717009362452090881,957,3232
0,716802964044845056,1160,4255
0,716791146589110272,1565,8100
0,716730379797970944,424,1224
0,716447146686459905,5821,12986
0,716439118184652801,207,2361
0,716285507865542656,1050,2748
0,716080869887381504,1890,6706
0,715928423106027520,873,3176
0,715758151270801409,1427,3697
0,715733265223708672,1678,4630
0,715704790270025728,562,2771
0,715696743237730304,1281,3885
0,715680795826982913,1603,4279
0,715360349751484417,1555,5445
0,715342466308784130,688,3018
0,715220193576927233,643,2409
0,715200624753819648,1871,5107
0,715009755312439296,1222,4131
0,714982300363173890,1026,3709
0,714962719905021952,4234,7307
0,714957620017307648,1402,4100
0,714631576617938945,992,3259
0,714606013974974464,923,3609
0,714485234495041536,1120,2667
0,714258258790387713,714,3018
0,714251586676113411,830,3260
0,714214115368108032,864,2259
0,714141408463036416,1390,4288
0,713919462244790272,783,3276
0,713909862279876608,533,1890
0,713900603437621249,738,2818
0,713761197720473600,1369,4843
0,713411074226274305,1289,4415
0,713177543487135744,2815,7180
0,713175907180089344,1466,4433
0,712809025985978368,6659,18440
0,712717840512598017,4945,12279
0,712668654853337088,1207,4160
0,712438159032893441,1553,5299
0,712309440758808576,25,241
0,712097430750289920,1022,3761
0,712092745624633345,883,2925
0,712085617388212225,484,3252
0,712065007010385924,617,2255
0,711998809858043904,125,0
0,711968124745228288,2289,8025
0,711743778164514816,976,2824
0,711732680602345472,4090,8798
0,711694788429553666,18220,32711
0,711652651650457602,908,3827
0,711363825979756544,1132,3630
0,711306686208872448,732,3294
0,711008018775851008,611,2985
0,710997087345876993,1376,4541
0,710844581445812225,684,2532
0,710833117892898816,532,2668
0,710658690886586372,555,2304
0,710609963652087808,2368,4770
0,710588934686908417,1855,4514
0,710296729921429505,731,2359
0,710283270106132480,517,2135
0,710272297844797440,1241,4510
0,710269109699739648,1115,2382
0,710153181850935296,880,2892
0,710140971284037632,874,2743
0,710117014656950272,1981,5464
0,709918798883774466,1078,3465
0,709901256215666688,99,668
0,709852847387627521,1196,3507
0,709566166965075968,1202,3534
0,709556954897764353,1064,3283
0,709519240576036864,236,1486
0,709449600415961088,565,2211
0,709409458133323776,679,2607
0,709225125749587968,570,2399
0,709207347839836162,5769,12499
0,709198395643068416,640,2418
0,709179584944730112,664,1993
0,709158332880297985,411,2022
0,709042156699303936,1620,4720
0,708853462201716736,655,1790
0,708845821941387268,896,2974
0,708834316713893888,495,1677
0,708810915978854401,6887,16399
0,708738143638450176,805,2727
0,708711088997666817,715,2532
0,708479650088034305,677,2534
0,708469915515297792,806,3085
0,708400866336894977,10022,15918
0,708356463048204288,1314,3567
0,708349470027751425,735,2334
0,708149363256774660,1544,4263
0,708130923141795840,850,3374
0,708119489313951744,977,2678
0,708109389455101952,548,1935
0,708026248782585858,1921,4369
0,707995814724026368,1118,3115
0,707983188426153984,2,50
0,707969809498152960,959,2689
0,707776935007539200,952,3267
0,707741517457260545,611,2477
0,707738799544082433,2447,4067
0,707693576495472641,987,3394
0,707629649552134146,871,2563
0,707610948723478529,6328,16915
0,707420581654872064,695,2263
0,707411934438625280,596,2292
0,707387676719185920,1282,3483
0,707377100785885184,1087,3269
0,707315916783140866,633,2461
0,707297311098011648,781,2763
0,707059547140169728,667,2585
0,707038192327901184,788,2177
0,707021089608753152,1350,4065
0,707014260413456384,596,2311
0,706904523814649856,7820,14516
0,706901761596989440,589,2052
0,706681918348251136,968,3286
0,706644897839910912,1083,2559
0,706593038911545345,629,2145
0,706538006853918722,1421,3464
0,706516534877929472,1027,3095
0,706346369204748288,922,3437
0,706310011488698368,7887,21246
0,706291001778950144,473,1690
0,706265994973601792,930,2724
0,706169069255446529,2199,3891
0,706166467411222528,1590,5148
0,706153300320784384,383,1478
0,705975130514706432,730,3093
0,705970349788291072,889,3154
0,705898680587526145,548,2356
0,705786532653883392,516,1928
0,705591895322394625,1149,3147
0,705475953783398401,909,2947
0,705442520700944385,1619,4412
0,705428427625635840,1679,3803
0,705239209544720384,745,2996
0,705223444686888960,796,2582
0,705102439679201280,516,2135
0,705066031337840642,616,2177
0,704871453724954624,1112,4258
0,704859558691414016,540,2246
0,704847917308362754,1521,5060
0,704819833553219584,986,2632
0,704761120771465216,2905,6617
0,704499785726889984,1011,2907
0,704491224099647488,78,751
0,704480331685040129,1062,3378
0,704364645503647744,3535,7977
0,704347321748819968,349,1575
0,704134088924532736,456,1499
0,704113298707505153,569,1846
0,704054845121142784,911,2914
0,703774238772166656,459,1836
0,703769065844768768,1135,3268
0,703631701117943808,677,2572
0,703611486317502464,1523,3838
0,703425003149250560,1359,3800
0,703407252292673536,693,2442
0,703382836347330562,1144,3503
0,703356393781329922,383,1913
0,703268521220972544,548,1965
0,703079050210877440,3068,7372
0,703041949650034688,12448,26276
0,702932127499816960,727,2574
0,702899151802126337,451,1606
0,702684942141153280,1072,3213
0,702671118226825216,553,2192
0,702598099714314240,3419,12203
0,702539513671897089,959,2873
0,702332542343577600,1543,3173
0,702321140488925184,1038,3264
0,702276748847800320,761,2456
0,702217446468493312,1329,4769
0,701981390485725185,990,3441
0,701952816642965504,1021,3836
0,701889187134500865,1384,3530
0,701805642395348998,1672,3403
0,701601587219795968,448,2083
0,701570477911896070,921,2805
0,701545186879471618,607,2654
0,701214700881756160,5082,12160
0,700890391244103680,564,2206
0,700864154249383937,620,2588
0,700847567345688576,501,2451
0,700796979434098688,935,2433
0,700747788515020802,9279,22769
0,700518061187723268,794,2600
0,700505138482569216,567,2279
0,700462010979500032,1779,4118
0,700167517596164096,732,2621
0,700151421916807169,670,2229
0,700143752053182464,2710,7509
0,700062718104104960,689,2645
0,700029284593901568,585,2066
0,700002074055016451,1338,3314
0,699801817392291840,952,3053
0,699788877217865730,508,2225
0,699779630832685056,1227,2731
0,699775878809702401,603,1958
0,699691744225525762,4601,10248
0,699446877801091073,2603,5934
0,699434518667751424,515,2157
0,699423671849451520,324,1358
0,699413908797464576,624,2074
0,699370870310113280,441,1882
0,699323444782047232,858,3141
0,699088579889332224,632,2239
0,699079609774645248,653,2446
0,699072405256409088,1188,2966
0,699060279947165696,1797,3742
0,699036661657767936,1194,2593
0,698989035503689728,971,3335
0,698953797952008193,895,2675
0,698907974262222848,624,2530
0,698710712454139905,678,2458
0,698703483621523456,377,1445
0,698635131305795584,338,1293
0,698549713696649216,622,2321
0,698355670425473025,448,1851
0,698342080612007937,949,2263
0,698262614669991936,1994,4739
0,698195409219559425,5953,16709
0,698178924120031232,737,2797
0,697995514407682048,331,1515
0,697990423684476929,1292,3273
0,697943111201378304,680,2378
0,697881462549430272,1174,3005
0,697630435728322560,539,1733
0,697616773278015490,1010,3157
0,697596423848730625,1262,3010
0,697575480820686848,497,2034
0,697516214579523584,1111,2054
0,697482927769255936,674,2408
0,697463031882764288,1394,3414
0,697270446429966336,1871,4679
0,697259378236399616,1001,3286
0,697255105972801536,1159,3027
0,697242256848379904,668,2504
0,696900204696625153,1018,3161
0,696894894812565505,675,2336
0,696886256886657024,1796,4842
0,696877980375769088,708,2429
0,696754882863349760,360,1480
0,696744641916489729,936,2054
0,696713835009417216,653,2363
0,696518437233913856,1703,3903
0,696490539101908992,141,1211
0,696488710901260288,1015,2528
0,696405997980676096,1151,3196
0,696100768806522880,650,1926
0,695816827381944320,1161,3004
0,695794761660297217,761,3149
0,695767669421768709,744,1854
0,695629776980148225,2090,4549
0,695446424020918272,1801,4382
0,695409464418041856,3564,8646
0,695314793360662529,1447,3621
0,695095422348574720,611,2624
0,695074328191332352,1092,2830
0,695064344191721472,588,1595
0,695051054296211456,784,2657
0,694925794720792577,915,2682
0,694905863685980160,936,2744
0,694669722378485760,14325,35722
0,694356675654983680,285,1498
0,694352839993344000,613,2034
0,694342028726001664,482,1572
0,694329668942569472,499,2001
0,694206574471057408,2029,4144
0,694183373896572928,922,2939
0,694001791655137281,1022,3400
0,693993230313091072,400,1872
0,693942351086120961,369,1738
0,693647888581312512,583,2679
0,693644216740769793,122,1342
0,693642232151285760,410,2530
0,693629975228977152,791,2438
0,693622659251335168,371,1535
0,693590843962331137,1949,5045
0,693582294167244802,252,1645
0,693486665285931008,635,1776
0,693280720173801472,1231,3343
0,693267061318012928,809,2372
0,693262851218264065,498,2211
0,693231807727280129,732,2861
0,693155686491000832,3199,7851
0,693109034023534592,610,1711
0,693095443459342336,459,1852
0,692919143163629568,752,2668
0,692905862751522816,864,2419
0,692901601640583168,599,1759
0,692894228850999298,804,2262
0,692828166163931137,880,2861
0,692752401762250755,3630,6802
0,692568918515392513,1529,4352
0,692535307825213440,1357,3164
0,692530551048294401,412,1823
0,692423280028966913,225,1476
0,692417313023332352,3454,9334
0,692187005137076224,818,2525
0,692158366030913536,787,2140
0,692142790915014657,393,1645
0,692041934689402880,1267,3394
0,692017291282812928,956,2879
0,691820333922455552,1657,3953
0,691793053716221953,4211,8116
0,691756958957883396,999,2854
0,691675652215414786,506,1950
0,691483041324204033,563,2382
0,691459709405118465,1136,4033
0,691444869282295808,845,2642
0,691416866452082688,7604,19272
0,691321916024623104,660,2556
0,691096613310316544,876,2951
0,691090071332753408,332,1716
0,690989312272396288,2857,5886
0,690959652130045952,1244,3571
0,690938899477221376,1952,4074
0,690932576555528194,1014,3281
0,690735892932222976,1266,3776
0,690728923253055490,514,2175
0,690690673629138944,813,2332
0,690649993829576704,278,1301
0,690607260360429569,18,295
0,690597161306841088,600,1949
0,690400367696297985,451,1882
0,690374419777196032,845,3248
0,690360449368465409,877,2672
0,690348396616552449,516,1507
0,690248561355657216,415,1667
0,690021994562220032,1029,2783
0,690015576308211712,729,2486
0,690005060500217858,1684,3657
0,689999384604450816,369,1415
0,689993469801164801,449,1459
0,689977555533848577,444,1369
0,689905486972461056,697,2433
0,689877686181715968,1158,3032
0,689835978131935233,742,2166
0,689661964914655233,925,3205
0,689659372465688576,3859,10348
0,689623661272240129,639,2225
0,689599056876867584,5505,11618
0,689557536375177216,455,2040
0,689517482558820352,1424,3386
0,689289219123089408,938,2252
0,689283819090870273,1099,3261
0,689280876073582592,708,1977
0,689275259254616065,243,1142
0,689255633275777024,1079,2549
0,689154315265683456,999,3071
0,689143371370250240,508,2011
0,688916208532455424,865,2715
0,688908934925697024,763,2110
0,688898160958271489,779,2090
0,688894073864884227,689,2234
0,688828561667567616,369,1376
0,688804835492233216,191,956
0,688789766343622656,660,2206
0,688547210804498433,698,2591
0,688519176466644993,723,2307
0,688385280030670848,4462,9266
0,688211956440801280,825,2239
0,688179443353796608,580,2130
0,688116655151435777,770,2821
0,688064179421470721,358,1727
0,687841446767013888,2503,5452
0,687826841265172480,1115,2742
0,687818504314159109,939,2472
0,687807801670897665,715,2393
0,687732144991551489,664,1754
0,687704180304273409,840,2418
0,687664829264453632,510,1927
0,687494652870668288,577,1892
0,687480748861947905,239,1596
0,687476254459715584,532,1980
0,687460506001633280,541,2052
0,687399393394311168,616,1888
0,687317306314240000,9142,20103
0,687312378585812992,1896,4344
0,687127927494963200,2263,5424
0,687124485711986689,502,2164
0,687109925361856513,2455,5778
0,687102708889812993,975,2338
0,687096057537363968,601,2237
0,686947101016735744,3181,8611
0,686760001961103360,1379,3508
0,686749460672679938,1448,3466
0,686730991906516992,1193,4129
0,686683045143953408,798,2816
0,686618349602762752,1361,3702
0,686606069955735556,542,1882
0,686394059078897668,685,1733
0,686386521809772549,874,3249
0,686377065986265092,565,2206
0,686358356425093120,665,2179
0,686286779679375361,1656,3997
0,686050296934563840,726,2213
0,686035780142297088,115,1140
0,686034024800862208,1142,3080
0,686007916130873345,410,2481
0,686003207160610816,624,1826
0,685973236358713344,522,2095
0,685943807276412928,591,1623
0,685906723014619143,2875,7497
0,685681090388975616,124,2028
0,685667379192414208,561,2353
0,685663452032069632,1455,3230
0,685641971164143616,777,2926
0,685547936038666240,15584,32865
0,685532292383666176,1155,3023
0,685325112850124800,3960,9443
0,685321586178670592,636,2649
0,685315239903100929,1044,3312
0,685307451701334016,441,2069
0,685268753634967552,1193,3092
0,685198997565345792,667,2338
0,685169283572338688,1427,4096
0,684969860808454144,368,2383
0,684959798585110529,3113,6818
0,684940049151070208,1041,3202
0,684926975086034944,459,3485
0,684914660081053696,1444,3503
0,684902183876321280,527,1871
0,684880619965411328,805,2084
0,684830982659280897,21599,34977
0,684800227459624960,1001,2733
0,684594889858887680,3493,8886
0,684588130326986752,1405,4109
0,684567543613382656,1210,3014
0,684538444857667585,948,2642
0,684481074559381504,1164,3881
0,684460069371654144,557,1971
0,684241637099323392,3266,8119
0,684225744407494656,207,1223
0,684222868335505415,1365,3810
0,684200372118904832,1030,2149
0,684195085588783105,510,1904
0,684188786104872960,1168,3486
0,684177701129875456,659,2007
0,684147889187209216,1511,2983
0,684122891630342144,466,2003
0,684097758874210310,1425,4106
0,683857920510050305,1118,3797
0,683852578183077888,344,1928
0,683849932751646720,960,2605
0,683834909291606017,1109,2614
0,683828599284170753,1060,2787
0,683773439333797890,1345,3338
0,683742671509258241,3288,6459
0,683515932363329536,2888,7321
0,683498322573824003,961,3168
0,683481228088049664,993,2642
0,683462770029932544,670,2418
0,683449695444799489,1601,3883
0,683391852557561860,2389,7607
0,683357973142474752,911,2897
0,683142553609318400,1042,2858
0,683111407806746624,907,3392
0,683098815881154561,656,2157
0,683078886620553216,560,1984
0,683030066213818368,735,2161
0,682962037429899265,16508,36738
0,682808988178739200,167,1781
0,682788441537560576,1105,2481
0,682750546109968385,437,1512
0,682697186228989953,356,1317
0,682662431982772225,1077,3053
0,682638830361513985,596,2064
0,682429480204398592,1152,3426
0,682406705142087680,1764,7548
0,682393905736888321,671,2221
0,682389078323662849,460,1650
0,682303737705140231,969,3047
0,682259524040966145,1202,4133
0,682242692827447297,1160,3243
0,682088079302213632,9822,18173
0,682059653698686977,1674,4927
0,682047327939461121,928,3186
0,682032003584274432,1994,6554
0,682003177596559360,1523,3125
0,681981167097122816,1027,2797
0,681891461017812993,814,2465
0,681694085539872773,4037,12744
0,681679526984871937,439,1769
0,681654059175129088,918,2631
0,681610798867845120,462,1900
0,681579835668455424,1295,3538
0,681523177663676416,5738,14251
0,681340665377193984,275,1637
0,681339448655802368,4067,9256
0,681320187870711809,739,2640
0,681302363064414209,1804,3919
0,681297372102656000,947,3205
0,681281657291280384,1091,3217
0,681261549936340994,268,1450
0,681242418453299201,527,1482
0,681231109724700672,483,2402
0,681193455364796417,1478,3689
0,680970795137544192,653,2415
0,680959110691590145,1993,4564
0,680940246314430465,1047,3189
0,680934982542561280,433,2078
0,680913438424612864,619,2394
0,680889648562991104,361,1759
0,680836378243002368,1312,3447
0,680805554198020098,661,2148
0,680801747103793152,814,2372
0,680798457301471234,1026,2835
0,680609293079592961,697,2628
0,680583894916304897,1326,3611
0,680497766108381184,1902,4219
0,680494726643068929,482,1708
0,680473011644985345,739,2537
0,680440374763077632,497,1438
0,680221482581123072,291,1458
0,680206703334408192,1158,2822
0,680191257256136705,498,2136
0,680176173301628928,1541,3872
0,680161097740095489,729,2315
0,680145970311643136,1728,3594
0,680130881361686529,935,2282
0,680115823365742593,899,2705
0,680100725817409536,1365,3550
0,680085611152338944,8934,12744
0,680070545539371008,862,2564
0,679877062409191424,644,1980
0,679872969355714560,655,2175
0,679862121895714818,616,2441
0,679854723806179328,1220,2840
0,679844490799091713,756,2352
0,679828447187857408,13906,36081
0,679777920601223168,1094,3073
0,679736210798047232,781,2082
0,679729593985699840,816,2157
0,679722016581222400,461,1657
0,679530280114372609,2065,4766
0,679527802031484928,716,2629
0,679511351870550016,1251,3347
0,679503373272485890,1451,3144
0,679475951516934144,632,2080
0,679462823135686656,18632,31365
0,679405845277462528,1194,2354
0,679158373988876288,7962,21132
0,679148763231985668,1017,2760
0,679132435750195208,1143,2945
0,679111216690831360,2552,5916
0,679062614270468097,8002,16819
0,679047485189439488,659,2228
0,679001094530465792,1212,2799
0,678991772295516161,1145,2278
0,678969228704284672,453,1638
0,678800283649069056,889,2542
0,678798276842360832,1150,3425
0,678774928607469569,894,2787
0,678767140346941444,1343,3493
0,678764513869611008,468,1622
0,678755239630127104,3235,7044
0,678740035362037760,1657,3723
0,678708137298427904,2393,5541
0,678675843183484930,1440,2832
0,678643457146150913,401,2033
0,678446151570427904,1523,3954
0,678424312106393600,2508,5423
0,678410210315247616,1781,4170
0,678399652199309312,31355,78421
0,678396796259975168,409,1578
0,678389028614488064,418,1855
0,678380236862578688,900,2405
0,678341075375947776,529,1712
0,678334497360859136,249,1292
0,678278586130948096,6004,11298
0,678255464182861824,358,1577
0,678023323247357953,375,1890
0,678021115718029313,6237,13486
0,677961670166224897,1659,3379
0,677918531514703872,400,1330
0,677895101218201600,2038,4775
0,677716515794329600,966,3018
0,677700003327029250,1421,3340
0,677698403548192770,315,1212
0,677687604918272002,840,2453
0,677673981332312066,1477,3283
0,677662372920729601,942,1926
0,677644091929329666,784,1825
0,677573743309385728,691,2095
0,677565715327688705,456,1280
0,677557565589463040,1130,2407
0,677547928504967168,3606,6847
0,677530072887205888,224,1047
0,677335745548390400,1748,2998
0,677334615166730240,280,1322
0,677331501395156992,232,1070
0,677328882937298944,1478,3587
0,677314812125323265,522,1618
0,677301033169788928,394,1217
0,677269281705472000,696,1955
0,677228873407442944,1613,3498
0,677187300187611136,906,2700
0,676975532580409345,1047,2728
0,676957860086095872,798,2201
0,676949632774234114,390,1279
0,676948236477857792,849,2134
0,676946864479084545,363,1702
0,676942428000112642,738,2040
0,676936541936185344,4832,12523
0,676916996760600576,1780,2933
0,676897532954456065,708,2208
0,676864501615042560,696,2064
0,676821958043033607,15289,22559
0,676819651066732545,650,1787
0,676811746707918848,414,1394
0,676776431406465024,1984,4921
0,676617503762681856,943,2841
0,676613908052996102,197,1064
0,676606785097199616,425,1861
0,676603393314578432,375,1139
0,676593408224403456,2121,4494
0,676590572941893632,119,900
0,676588346097852417,765,2275
0,676582956622721024,268,1176
0,676575501977128964,1097,2533
0,676533798876651520,542,1836
0,676496375194980353,522,1491
0,676470639084101634,4583,11399
0,676440007570247681,646,1687
0,676430933382295552,338,1368
0,676263575653122048,531,2042
0,676237365392908289,282,1187
0,676219687039057920,30430,74976
0,676215927814406144,563,1705
0,676191832485810177,1007,2235
0,676146341966438401,647,1877
0,676121918416756736,1135,2121
0,676101918813499392,1139,2773
0,676098748976615425,1390,2943
0,676089483918516224,427,1282
0,675898130735476737,560,1580
0,675891555769696257,834,2081
0,675888385639251968,934,2333
0,675878199931371520,1370,4091
0,675870721063669760,551,1591
0,675853064436391936,1261,2634
0,675849018447167488,140,920
0,675845657354215424,857,2225
0,675822767435051008,522,1485
0,675820929667219457,230,1025
0,675798442703122432,3330,10034
0,675781562965868544,456,1595
0,675740360753160193,333,1140
0,675710890956750848,794,1848
0,675707330206547968,664,1930
0,675706639471788032,93,628
0,675534494439489536,403,1780
0,675531475945709568,370,1156
0,675522403582218240,281,1014
0,675517828909424640,451,1259
0,675501075957489664,5678,16752
0,675497103322386432,1256,3068
0,675489971617296384,579,1265
0,675483430902214656,954,1802
0,675432746517426176,552,1482
0,675372240448454658,502,1648
0,675362609739206656,226,1023
0,675354435921575936,16314,31713
0,675349384339542016,2205,3820
0,675334060156301312,1248,2697
0,675166823650848770,1545,3494
0,675153376133427200,2505,6102
0,675149409102012420,1637,3654
0,675147105808306176,227,917
0,675146535592706048,287,1152
0,675145476954566656,869,2079
0,675135153782571009,469,1271
0,675113801096802304,762,1902
0,675111688094527488,244,938
0,675109292475830276,1101,2721
0,675047298674663426,314,1038
0,675015141583413248,1152,2632
0,675006312288268288,216,957
0,675003128568291329,453,1521
0,674999807681908736,1072,2180
0,674805413498527744,345,836
0,674800520222154752,828,2934
0,674793399141146624,1058,2444
0,674790488185167872,241,1074
0,674788554665512960,202,792
0,674781762103414784,1154,1945
0,674774481756377088,454,1083
0,674767892831932416,757,1776
0,674764817387900928,229,771
0,674754018082705410,431,1330
0,674752233200820224,449,1426
0,674743008475090944,533,1357
0,674742531037511680,49,471
0,674739953134403584,375,1068
0,674737130913071104,85,628
0,674690135443775488,458,1114
0,674670581682434048,628,1564
0,674664755118911488,243,889
0,674646392044941312,475,1394
0,674644256330530816,260,1003
0,674638615994089473,560,1637
0,674632714662858753,555,1462
0,674606911342424069,95,913
0,674468880899788800,1968,6041
0,674447403907457024,346,1030
0,674436901579923456,378,1082
0,674422304705744896,526,1393
0,674416750885273600,133,667
0,674410619106390016,447,1163
0,674394782723014656,554,1469
0,674372068062928900,305,826
0,674330906434379776,72,546
0,674318007229923329,504,1365
0,674307341513269249,6729,11005
0,674291837063053312,5659,14263
0,674271431610523648,710,1522
0,674269164442398721,222,883
0,674265582246694913,813,1591
0,674262580978937856,436,1267
0,674255168825880576,526,1420
0,674082852460433408,163,737
0,674075285688614912,274,959
0,674063288070742018,2120,6181
0,674053186244734976,1247,3194
0,674051556661161984,473,1401
0,674045139690631169,617,1366
0,674042553264685056,122,697
0,674038233588723717,402,1068
0,674036086168010753,202,826
0,674024893172875264,1180,1716
0,674019345211760640,292,1094
0,674014384960745472,610,1507
0,674008982932058114,339,1156
0,673956914389192708,919,1895
0,673919437611909120,360,1132
0,673906403526995968,1573,3081
