,tweet_id,retweet_count,favourite_count
0,828381636999917570,2232,12699
0,828376505180889089,1082,7449
0,828372645993398273,2971,12663
0,828361771580813312,173,2216
0,828046555563323392,2899,11858
0,828011680017821696,2168,10443
0,827933404142436356,5301,20297
0,827653905312006145,3044,15626
0,827600520311402496,953,7511
0,827324948884643840,3084,16007
0,827199976799354881,2244,10682
0,826958653328592898,5060,21794
0,826848821049180160,10285,36721
0,826615380357632002,4031,0
0,826598799820865537,256,5167
0,826598365270007810,2368,10146
0,826476773533745153,4238,18604
0,826240494070030336,2638,13436
0,826204788643753985,936,4932
0,826115272272650244,3172,15821
0,825876512159186944,1898,10589
0,825829644528148480,2519,12869
0,825535076884762624,17730,57412
0,825147591692263424,4600,18518
0,825120256414846976,1277,0
0,825026590719483904,1277,6379
0,824796380199809024,5560,0
0,824775126675836928,3565,15104
0,824663926340194305,1792,10640
0,824325613288833024,10644,11963
0,824297048279236611,3919,15238
0,824025158776213504,605,4881
0,823939628516474880,2744,10753
0,823719002937630720,11352,0
0,823699002998870016,2552,14162
0,823581115634085888,2661,13189
0,823333489516937216,25,707
0,823322678127919110,4087,15922
0,823269594223824897,10032,0
0,822975315408461824,3499,17513
0,822872901745569793,43866,133190
0,822859134160621569,2316,13450
0,822647212903690241,6502,0
0,822610361945911296,3000,15013
0,822489057087389700,6502,18388
0,822462944365645825,14532,28407
0,822244816520155136,10032,35412
0,822163064745328640,4848,0
0,821886076407029760,2351,11473
0,821813639212650496,3403,0
0,821765923262631936,1679,8530
0,821522889702862852,1796,8142
0,821421320206483457,5683,0
0,821407182352777218,4413,11942
0,821153421864615936,10,259
0,821149554670182400,2023,8766
0,821107785811234820,2166,9734
0,821044531881721856,2317,12832
0,820837357901512704,6841,0
0,820749716845686786,10055,32012
0,820690176645140481,3283,12383
0,820494788566847489,572,0
0,820446719150292993,2608,0
0,820314633777061888,572,3393
0,820078625395449857,6400,20106
0,820013781606658049,1195,0
0,819952236453363712,1195,5412
0,819924195358416896,4946,13081
0,819711362133872643,3169,13597
0,819588359383371776,2020,9779
0,819347104292290561,1227,7325
0,819238181065359361,413,2302
0,819227688460238848,6841,23429
0,819015337530290176,37441,0
0,819015331746349057,19262,0
0,819006400881917954,19262,45948
0,819004803107983360,37441,88174
0,818646164899774465,21369,0
0,818627210458333184,7666,22754
0,818614493328580609,2610,9995
0,818588835076603904,6261,0
0,818536468981415936,2505,11070
0,818307523543449600,8241,0
0,818259473185828864,2312,11198
0,818145370475810820,2617,12491
0,817908911860748288,818,4939
0,817827839487737858,27537,52502
0,817777686764523521,2740,10914
0,817536400337801217,3020,11963
0,817502432452313088,3454,0
0,817423860136083457,14993,34407
0,817415592588222464,970,5695
0,817181837579653120,8618,0
0,817171292965273600,2061,8922
0,817120970343411712,2649,12403
0,817056546584727552,1675,8735
0,816829038950027264,4796,0
0,816816676327063552,2077,10193
0,816697700272001025,2235,9967
0,816450570814898180,8241,30990
0,816336735214911488,1980,8745
0,816091915477250048,2184,9085
0,816062466425819140,1042,0
0,816014286006976512,5381,0
0,815990720817401858,1042,5038
0,815966073409433600,8618,22794
0,815745968457060357,4217,0
0,815736392542261248,2313,10022
0,815639385530101762,1681,8366
0,815390420867969024,3879,10549
0,814986499976527872,1300,7784
0,814638523311648768,2753,11470
0,814578408554463233,5953,0
0,814530161257443328,1905,8811
0,814153002265309185,8860,29296
0,813944609378369540,3245,0
0,813910438903693312,1905,9468
0,813812741911748608,14262,37080
0,813800681631023104,1801,8475
0,813217897535406080,7443,18995
0,813202720496779264,1843,9411
0,813187593374461952,4459,20257
0,813172488309972993,1967,9447
0,813157409116065792,2261,7918
0,813142292504645637,2434,8635
0,813130366689148928,457,4563
0,813127251579564032,3195,12077
0,813112105746448384,2801,10509
0,813096984823349248,3693,10764
0,813081950185472002,2834,10073
0,813066809284972545,1996,8108
0,813051746834595840,7519,21385
0,812781120811126785,1948,7723
0,812709060537683968,1464,6750
0,812503143955202048,1246,6195
0,812466873996607488,1979,8122
0,812372279581671427,3739,13923
0,811985624773361665,1432,7400
0,811744202451197953,1636,7690
0,811647686436880384,760,5721
0,811627233043480576,3151,13022
0,811386762094317568,6516,21344
0,810984652412424192,1468,5449
0,810896069567610880,1809,9202
0,810657578271330305,2709,11199
0,810284430598270976,11552,36000
0,810254108431155201,3445,15008
0,809920764300447744,4031,15836
0,809808892968534016,5012,0
0,809448704142938112,1499,7078
0,809220051211603969,5726,20335
0,809084759137812480,3608,13517
0,808838249661788160,3114,10321
0,808733504066486276,2217,8067
0,808501579447930884,2669,11526
0,808344865868283904,21369,43468
0,808134635716833280,6071,0
0,808106460588765185,2254,8969
0,808001312164028416,3614,12787
0,807621403335917568,3713,14880
0,807106840509214720,56769,120788
0,807059379405148160,7518,0
0,807010152071229440,3951,13340
0,806629075125202948,35503,76323
0,806620845233815552,5665,0
0,806576416489959424,1991,4996
0,806542213899489280,2410,10441
0,806242860592926720,11912,0
0,806219024703037440,1219,6570
0,805958939288408065,5495,0
0,805932879469572096,1963,8450
0,805826884734976000,1874,6707
0,805823200554876929,8226,0
0,805520635690676224,1698,5870
0,805487436403003392,2577,8974
0,805207613751304193,1756,7991
0,804738756058218496,3909,13983
0,804475857670639616,2065,6269
0,804413760345620481,3308,0
0,804026241225523202,16553,45459
0,803773340896923648,2811,10276
0,803692223237865472,7604,0
0,803638050916102144,4233,11178
0,803380650405482500,1908,7939
0,803321560782307329,5452,0
0,803276597545603072,2515,10241
0,802952499103731712,2060,9207
0,802624713319034886,2983,0
0,802600418706604034,1506,7258
0,802572683846291456,2572,9117
0,802323869084381190,5978,16568
0,802265048156610565,1412,6916
0,802239329049477120,2687,9269
0,802185808107208704,279,0
0,801958328846974976,1752,7911
0,801854953262350336,243,1816
0,801538201127157760,2117,8394
0,801285448605831168,845,6193
0,801167903437357056,6071,25010
0,801127390143516673,4044,0
0,801115127852503040,2154,8245
0,800859414831898624,98,697
0,800855607700029440,1648,0
0,800751577355128832,2866,10776
0,800513324630806528,3061,13413
0,800459316964663297,2224,9703
0,800443802682937345,4424,0
0,800388270626521089,2876,11391
0,800188575492947969,4037,0
0,800141422401830912,2608,15613
0,800018252395122689,13492,28975
0,799774291445383169,4808,0
0,799757965289017345,2219,8572
0,799422933579902976,1972,8221
0,799308762079035393,5607,0
0,799297110730567681,2831,10100
0,799063482566066176,2520,8233
0,798933969379225600,4579,13376
0,798925684722855936,1477,7650
0,798705661114773508,6804,0
0,798701998996647937,7980,0
0,798697898615730177,6659,0
0,798694562394996736,5082,0
0,798686750113755136,2389,0
0,798682547630837760,4832,0
0,798673117451325440,5678,0
0,798665375516884993,4009,0
0,798644042770751489,1897,0
0,798628517273620480,2022,0
0,798585098161549313,5859,0
0,798576900688019456,5992,0
0,798340744599797760,3429,0
0,798209839306514432,2621,10646
0,797971864723324932,3182,11865
0,797545162159308800,4990,14861
0,797236660651966464,6751,20369
0,797165961484890113,26,228
0,796904159865868288,9142,0
0,796865951799083009,1960,7850
0,796759840936919040,3120,12095
0,796563435802726400,7446,0
0,796484825502875648,1805,7737
0,796387464403357696,4251,11238
0,796177847564038144,14633,0
0,796149749086875649,14633,32954
0,796125600683540480,1855,5070
0,796116448414461957,2475,9308
0,796080075804475393,2370,8644
0,796031486298386433,3801,11045
0,795464331001561088,24239,50734
0,795400264262053889,2949,10285
0,795076730285391872,5560,16551
0,794983741416415232,3459,0
0,794926597468000259,2365,10476
0,794355576146903043,10557,0
0,794332329137291264,2741,9788
0,794205286408003585,3397,9419
0,793962221541933056,5012,17198
0,793845145112371200,1915,9428
0,793614319594401792,3214,0
0,793601777308463104,1668,8156
0,793500921481273345,2433,10907
0,793286476301799424,9396,25146
0,793271401113350145,2453,8884
0,793256262322548741,8549,20395
0,793241302385262592,3377,10750
0,793226087023144960,2940,10050
0,793210959003287553,2868,9120
0,793195938047070209,5768,15624
0,793180763617361921,2049,7091
0,793165685325201412,2853,9625
0,793150605191548928,1743,6320
0,793135492858580992,2555,6572
0,793120401413079041,4015,12948
0,792913359805018113,4075,14646
0,792883833364439040,4370,11550
0,792773781206999040,1717,7513
0,792394556390137856,4398,13745
0,792050063153438720,1848,7306
0,791821351946420224,21599,0
0,791784077045166082,9822,0
0,791780927877898241,3909,0
0,791774931465953280,22743,46100
0,791672322847637504,3214,12002
0,791406955684368384,4217,13416
0,791312159183634433,2596,8968
0,791026214425268224,4199,0
0,790987426131050500,2182,10039
0,790946055508652032,4796,16999
0,790723298204217344,2365,0
0,790698755171364864,1972,8398
0,790581949425475584,7333,21085
0,790337589677002753,1924,7997
0,790277117346975746,3245,12819
0,790227638568808452,3656,0
0,789986466051088384,2365,9450
0,789960241177853952,4213,0
0,789903600034189313,4224,10564
0,789628658055020548,1813,7652
0,789599242079838210,1972,6900
0,789530877013393408,3459,11978
0,789314372632018944,2349,8829
0,789280767834746880,5061,0
0,789268448748703744,2665,9292
0,789137962068021249,2865,9912
0,788908386943430656,12755,27990
0,788765914992902144,10557,27911
0,788552643979468800,7350,0
0,788412144018661376,5392,15860
0,788178268662984705,2143,7369
0,788150585577050112,1315,6244
0,788070120937619456,3503,0
0,788039637453406209,1351,6249
0,787810552592695296,3118,8805
0,787717603741622272,2847,10461
0,787397959788929025,2904,11094
0,787322443945877504,1780,7938
0,787111942498508800,6891,0
0,786963064373534720,8147,27150
0,786729988674449408,2470,0
0,786709082849828864,6240,18618
0,786664955043049472,2612,10811
0,786595970293370880,3180,9615
0,786363235746385920,3587,11099
0,786286427768250368,2909,8125
0,786233965241827333,4848,15566
0,786051337297522688,159,1451
0,786036967502913536,7172,0
0,785927819176054784,3250,11612
0,785872687017132033,1859,6821
0,785639753186217984,2281,7984
0,785533386513321988,2037,9283
0,785515384317313025,1285,6226
0,785264754247995392,1676,7403
0,785170936622350336,4935,12273
0,784826020293709826,3308,10305
0,784517518371221505,2590,9144
0,784431430411685888,1295,5800
0,784183165795655680,8226,20468
0,784057939640352768,11352,30323
0,783839966405230592,10986,30576
0,783821107061198850,2010,7490
0,783695101801398276,3280,10661
0,783466772167098368,2290,8611
0,783391753726550016,5595,17182
0,783347506784731136,5659,0
0,783334639985389568,11912,29676
0,783085703974514689,2243,8298
0,782969140009107456,7518,24545
0,782747134529531904,1438,7612
0,782722598790725632,5495,17592
0,782598640137187329,1911,7936
0,782305867769217024,5683,16943
0,782021823840026624,6329,0
0,781955203444699136,3440,11315
0,781661882474196992,2776,10607
0,781655249211752448,1147,4062
0,781524693396357120,5665,21089
0,781308096455073793,2593,7263
0,781251288990355457,2117,8567
0,781163403222056960,2786,9969
0,780931614150983680,7446,22005
0,780858289093574656,2046,7307
0,780800785462489090,1326,5579
0,780601303617732608,3403,12312
0,780543529827336192,1770,6405
0,780496263422808064,3766,0
0,780476555013349377,115,0
0,780459368902959104,1096,5377
0,780192070812196864,2285,8846
0,780092040432480260,2336,0
0,780074436359819264,5058,12388
0,779834332596887552,7172,19210
0,779377524342161408,3164,8942
0,779124354206535695,18632,0
0,779056095788752897,4602,15008
0,778990705243029504,7334,20291
0,778774459159379968,10067,0
0,778764940568104960,366,881
0,778748913645780993,1337,6993
0,778650543019483137,1528,5860
0,778624900596654080,1025,4711
0,778408200802557953,4405,13823
0,778396591732486144,12448,0
0,778383385161035776,1120,5929
0,778286810187399168,3356,10539
0,778039087836069888,2687,8632
0,778027034220126208,1641,6650
0,777953400541634568,3582,0
0,777885040357281792,1651,6447
0,777684233540206592,2983,11407
0,777641927919427584,4299,0
0,777621514455814149,2538,8884
0,777189768882946048,4369,14481
0,776819012571455488,13906,0
0,776813020089548800,1231,4942
0,776477788987613185,2827,8951
0,776249906839351296,9279,0
0,776218204058357768,16107,30345
0,776201521193218049,2548,9757
0,776113305656188928,4424,11937
0,776088319444877312,153,1863
0,775898661951791106,16785,0
0,775842724423557120,2694,11881
0,775733305207554048,4044,14052
0,775729183532220416,4661,13164
0,775364825476165632,3016,7500
0,775350846108426240,3960,10311
0,775085132600442880,4808,15775
0,774757898236878852,1813,8719
0,774639387460112384,1755,6826
0,774314403806253056,5607,22063
0,773985732834758656,3929,10873
0,773922284943896577,1770,6480
0,773704687002451968,1649,6690
0,773670353721753600,1330,5417
0,773547596996571136,6261,22411
0,773336787167145985,5157,0
0,773308824254029826,7573,23614
0,773247561583001600,3288,9579
0,773191612633579521,4202,10111
0,772877495989305348,3936,8676
0,772826264096874500,2381,8165
0,772615324260794368,3427,0
0,772581559778025472,1718,6579
0,772193107915964416,1410,6116
0,772152991789019136,1147,3844
0,772117678702071809,750,3819
0,772114945936949249,473,2752
0,772102971039580160,951,4050
0,771908950375665664,1931,6663
0,771770456517009408,3429,12153
0,771500966810099713,2642,8354
0,771380798096281600,5157,10610
0,771171053431250945,7572,0
0,771136648247640064,2970,9260
0,771102124360998913,1458,6312
0,771014301343748096,1678,6966
0,770787852854652928,1216,4985
0,770772759874076672,1430,5239
0,770655142660169732,1788,7420
0,770414278348247044,2126,6389
0,770293558247038976,1501,6312
0,770093767776997377,3097,0
0,770069151037685760,2324,7679
0,769940425801170949,9689,31720
0,769695466921623552,1696,6477
0,769335591808995329,7820,0
0,769212283578875904,1745,5457
0,768970937022709760,6592,14522
0,768909767477751808,2710,0
0,768855141948723200,900,4244
0,768609597686943744,1218,4169
0,768596291618299904,1294,5086
0,768554158521745409,5903,0
0,768473857036525572,3476,13763
0,768193404517830656,3582,10976
0,767884188863397888,1398,4791
0,767754930266464257,5452,16171
0,767500508068192258,2368,7575
0,767191397493538821,3808,12414
0,767122157629476866,2890,10269
0,766864461642756096,5697,0
0,766793450729734144,1368,5119
0,766714921925144576,383,2633
0,766693177336135680,806,4054
0,766423258543644672,1607,6058
0,766313316352462849,1912,6852
0,766078092750233600,2659,0
0,766069199026450432,862,4271
0,766008592277377025,503,3779
0,765719909049503744,2169,7297
0,765669560888528897,1238,5236
0,765395769549590528,3413,26853
0,765371061932261376,2189,7136
0,765222098633691136,3427,11738
0,764857477905154048,1793,6511
0,764259802650378240,1515,6074
0,763956972077010945,56,762
0,763837565564780549,4199,12714
0,763183847194451968,1486,5433
0,763167063695355904,3051,0
0,763103485927849985,2313,7423
0,762699858130116608,3656,12248
0,762471784394268675,6475,11306
0,762464539388485633,4213,10387
0,762316489655476224,1132,4830
0,762035686371364864,15691,32164
0,761976711479193600,2030,5447
0,761750502866649088,3960,0
0,761745352076779520,872,4304
0,761672994376806400,29360,49920
0,761599872357261312,1198,4159
0,761371037149827077,18220,0
0,761334018830917632,1463,5230
0,761292947749015552,1093,4522
0,761227390836215808,1581,5361
0,761004547850530816,3503,11423
0,760893934457552897,986,3844
0,760656994973933572,1927,6630
0,760641137271070720,1311,5011
0,760539183865880579,3653,7618
0,760521673607086080,1395,4251
0,760290219849637889,11591,27021
0,760252756032651264,873,3971
0,760190180481531904,1819,5732
0,760153949710192640,31,0
0,759943073749200896,2093,5995
0,759923798737051648,5697,14781
0,759846353224826880,1993,6780
0,759793422261743616,1933,6007
0,759557299618865152,1196,4736
0,759447681597108224,2470,8555
0,759446261539934208,494,1683
0,759197388317847553,1962,6118
0,759159934323924993,1163,0
0,759099523532779520,4201,14639
0,759047813560868866,2036,6536
0,758854675097526272,904,3576
0,758828659922702336,3865,11288
0,758740312047005698,1620,5774
0,758474966123810816,1009,3832
0,758467244762497024,2231,4820
0,758405701903519748,1922,5236
0,758355060040593408,1086,3422
0,758099635764359168,10067,19205
0,758041019896193024,377,2722
0,757741869644341248,3270,6912
0,757729163776290825,8002,0
0,757725642876129280,1221,4571
0,757611664640446465,1114,4588
0,757597904299253760,301,0
0,757596066325864448,1067,4360
0,757400162377592832,6901,15246
0,757393109802180609,1747,5854
0,757354760399941633,1433,4543
0,756998049151549440,1998,6328
0,756939218950160384,2021,6688
0,756651752796094464,1312,5093
0,756526248105566208,3610,10476
0,756303284449767430,1100,3959
0,756288534030475264,17837,44237
0,756275833623502848,1542,6450
0,755955933503782912,2900,7374
0,755206590534418437,5398,16545
0,755110668769038337,11161,21336
0,754874841593970688,7962,0
0,754856583969079297,2540,6937
0,754747087846248448,525,2603
0,754482103782404096,1967,5320
0,754449512966619136,736,3778
0,754120377874386944,2368,7929
0,753655901052166144,2180,5870
0,753420520834629632,3591,7954
0,753398408988139520,1916,5791
0,753375668877008896,2336,7683
0,753298634498793472,5738,0
0,753294487569522689,1049,3390
0,753039830821511168,20996,37320
0,753026973505581056,973,3931
0,752932432744185856,6891,12704
0,752917284578922496,1587,6967
0,752701944171524096,2888,0
0,752682090207055872,1601,6026
0,752660715232722944,1567,4395
0,752568224206688256,2297,5540
0,752519690950500352,3454,7405
0,752334515931054080,1099,3832
0,752309394570878976,16314,0
0,752173152931807232,1849,5993
0,751950017322246144,924,3073
0,751937170840121344,1338,5209
0,751830394383790080,1959,5833
0,751793661361422336,2911,5851
0,751598357617971201,3053,7958
0,751583847268179968,1109,4418
0,751538714308972544,1269,5060
0,751456908746354688,1007,3228
0,751251247299190784,5909,12581
0,751205363882532864,1825,6350
0,751132876104687617,1300,5095
0,750868782890057730,1371,4807
0,750719632563142656,5061,13234
0,750506206503038976,1147,4458
0,750429297815552001,4299,13223
0,750383411068534784,1155,4579
0,750381685133418496,27,698
0,750147208377409536,963,3117
